,Age,Gender,City,yearsExperience,SeniorityLevel,salary,MainLanguage,CompanySize,CompanyType
2595,26,M,Eindhoven,3,Middle,48000,English,101-1000,Product
2596,25,F,Munich,1,Junior,57000,English,1000+,Product
2597,34,M,France,11,Senior,80000,French,1000+,Consulting / Agency
2598,38,F,Regensburg,3,Middle,65000,German,1000+,Product
2599,40,M,Berlin,13,Head,90000,English,1000+,Product
2600,28,M,Frankfurt,5,Senior,50000,English,11-50,Consulting / Agency
2601,29,F,Berlin,2,Junior,52000,German,up to 10,Consulting / Agency
2602,30,F,Berlin,5,Middle,51000,English,11-50,Startup
2603,28,M,"Warsaw, Poland",6,Middle,52800,English,51-100,Consulting / Agency
2605,42,M,Berlin,12,Lead,95000,English,101-1000,Product
2606,27,M,Berlin,5,Senior,70000,,,
2607,29,M,Munich,4,Middle,61500,English,11-50,Consulting / Agency
2608,29,M,Munich,4,Middle,78000,English,1000+,Semiconductor
2610,27,F,Berlin,1,Junior,42000,German,101-1000,Product
2612,37,M,Munich,14,Head,84000,English,up to 10,Product
2613,31,M,Amsterdam,10,Lead,100000,English,11-50,Product
2614,35,M,Berlin,5,Middle,49000,English,101-1000,Product
2615,27,M,Berlin,4,Junior,60000,English,51-100,Consulting / Agency
2616,29,M,Munich,6,Middle,68000,English,101-1000,Product
2617,36,M,Berlin,5,Senior,70000,English,101-1000,Startup
2618,33,M,Munich,10,Senior,70000,English,11-50,Consulting / Agency
2619,42,M,Berlin,12,Lead,95000,English,101-1000,Product
2620,32,F,Berlin,1,Junior,48000,English,101-1000,Startup
2622,29,F,Berlin,4,Middle,60000,English,101-1000,Consulting / Agency
2623,23,M,Munich,1,Junior,49000,English,101-1000,Product
2624,35,F,Berlin,2,Junior,40000,English,101-1000,Startup
2625,36,M,Frankfurt,14,Senior,81500,English,1000+,Product
2626,34,M,Berlin,10,Senior,75000,English,101-1000,Product
2627,34,M,Berlin,12,Lead,94000,English,1000+,Product
2628,31,M,Munich,4,Senior,100000,English,1000+,Product
2629,34,F,Berlin,7,Senior,55000,English,101-1000,Product
2630,31,M,Munich,0,Middle,60000,English,101-1000,Consulting / Agency
2631,33,M,Munich,14,Senior,80000,German,11-50,Product
2632,33,M,Frankfurt,8,Senior,67000,English,11-50,Product
2633,33,M,Munich,12,Middle,56000,English,101-1000,Product
2634,29,M,Milan,3,Middle,32000,,11-50,Startup
2635,44,F,Berlin,13,Junior,45000,English,51-100,Consulting / Agency
2636,31,M,Berlin,5,Senior,77000,English,1000+,Product
2637,26,M,Berlin,2,Junior,55000,English,1000+,
2638,42,M,Berlin,12,Lead,95000,English,101-1000,Product
2640,33,M,Berlin,5,Middle,70000,English,1000+,Product
2641,33,M,Heilbronn,7,Lead,90000,German,1000+,Product
2642,36,M,Frankfurt,9,Senior,64000,English,101-1000,Consulting / Agency
2643,31,M,Berlin,9,Senior,67473,English,101-1000,Product
2644,42,M,Berlin,12,Lead,95000,English,101-1000,Product
2645,30,M,Berlin,7,Head,100000,English,101-1000,Startup
2646,32,F,Berlin,10,Lead,65000,German,1000+,Product
2647,34,M,Berlin,16,Lead,91000,English,101-1000,Startup
2648,35,M,Berlin,15,Middle,60000,English,101-1000,Product
2649,33,M,Munich,10,Senior,79000,English,1000+,Product
2650,39,M,Düsseldorf ,12,Senior,65000,German,1000+,Consulting / Agency
2651,39,F,Stuttgart ,13,Senior,108000,German,1000+,Automotive 
2652,25,F,Berlin,2,Middle,45000,English,1000+,Startup
2653,34,M,Munich,4,Middle,66000,English,101-1000,Product
2654,28,M,London,8,Senior,75000,English,101-1000,Product
2655,35,M,Berlin,6,Middle,66500,English,1000+,Product
2656,38,M,Berlin,8,Senior,64000,German,1000+,Product
2657,34,M,Munich,13,Lead,105000,English,11-50,Startup
2658,36,M,Dortmund,8,Senior,83000,English,1000+,Product
2659,30,F,Munich,8,Senior,52000,German,1000+,Consulting / Agency
2661,27,M,Berlin,6,Middle,74000,English,1000+,Product
2662,27,M,Berlin,5,Middle,56700,English,101-1000,Product
2663,33,M,Berlin,7,Middle,54000,English,51-100,Startup
2664,29,M,Berlin,7,Middle,72000,English,101-1000,Product
2665,30,F,Cologne,8,Senior,85000,both,1000+,Utilities
2666,25,M,Frankfurt,2,Junior,65000,English,1000+,Consulting / Agency
2667,38,M,Berlin,12,Senior,92000,English,1000+,Product
2668,30,F,Jena,4,Middle,54000,English,101-1000,Institute
2669,24,M,Berlin,3,,90000,,,Startup
2670,34,M,City in Russia,14,Lead,100000,English,51-100,Product
2671,29,M,Berlin,8,Senior,77250,English,101-1000,Product
2672,27,M,Berlin,3,Middle,57000,English,51-100,Product
2673,36,M,Berlin,5,Middle,60000,English,101-1000,Startup
2674,43,M,Berlin,20,Middle,70000,English,1000+,Product
2675,32,M,Munich,10,Lead,80000,English,11-50,Startup
2676,28,M,Berlin,0,Junior,48000,English,11-50,Startup
2677,36,M,Nuremberg,20,Lead,74000,German,1000+,Finance
2678,38,F,Düsseldorf,14,Middle,70000,German,1000+,Product
2679,27,M,Nürnberg,3,Middle,55000,German,101-1000,Consulting / Agency
2681,26,M,Amsterdam,2,Junior,48000,English,51-100,Fintech
2682,34,M,Stuttgart ,6,Head,90000,German,1000+,Product
2683,25,M,Stuttgart,0,Junior,58000,German,1000+,Handel 
2684,30,M,Frankfurt,3,Middle,65000,English,101-1000,Consulting and Product
2685,35,M,Berlin,10,Senior,50400,German,11-50,Consulting / Agency
2686,30,M,Cracow,7,Senior,68500,English,51-100,Consulting / Agency
2687,26,M,Berlin,5,Middle,69000,English,101-1000,Product
2688,30,F,Stockholm,7,Senior,48000,English,51-100,Product
2689,33,F,Brunswick,6,Middle,58000,German,1000+,Product
2690,26,M,Berlin,6,Senior,70000,English,1000+,Product
2691,29,M,Berlin,6,Middle,57000,English,up to 10,Startup
2692,36,M,Zurich,5,Senior,106000,English,11-50,Product
2693,23,M,Dublin,3,Senior,49200,English,1000+,Product
2694,45,M,Madrid,2,Senior,42000,Spanish,101-1000,Consulting / Agency
2695,41,M,Rome,22,Head,50000,Italian,51-100,Product
2696,28,M,Berlin,1,Junior,43000,English,up to 10,Startup
2697,35,M,Berlin,12,Senior,77000,English,1000+,Startup
2698,37,F,Berlin,8,Middle,67000,English,1000+,Startup
2700,30,M,Barcelona,5,Senior,40000,Spanish,1000+,Consulting / Agency
2701,24,M,Sofia,5,Senior,64000,English,11-50,Startup
2702,35,M,Frankfurt,6,Head,90000,English,1000+,Product
2703,27,M,Rome,2,Junior,25300,Italian,1000+,Consulting / Agency
2704,31,M,Munich,10,Lead,80000,German,101-1000,Education
2705,27,F,Munich,6,Senior,85600,English,101-1000,Product
2706,29,M,Bonn,2,Middle,55200,English,1000+,Product
2707,29,M,Berlin,6,Head,92000,German,1000+,Product
2708,34,M,Berlin,14,Lead,96000,English,1000+,Startup
2709,29,M,Helsinki,10,Senior,60000,English,101-1000,Product
2710,35,M,Luttich,12,Lead,85000,English,1000+,Product
2711,54,M,Milano,31,Head,110000,English,11-50,Consulting / Agency
2712,31,M,Berlin,6,Senior,90000,English,1000+,Product
2713,30,M,Bielefeld,5,Junior,55000,German,11-50,Product
2718,36,M,Hamburg,2,Middle,63000,English,11-50,Product
2719,26,M,Berlin,5,Middle,72000,English,11-50,Startup
2720,36,M,Munich,14,Middle,65000,German,101-1000,Consulting / Agency
2721,33,M,Berlin,13,Senior,83000,English,51-100,Startup
2724,36,M,Berlin,6,Middle,58000,English,101-1000,Product
2725,35,M,Berlin,2,Middle,50000,English,1000+,Product
2726,29,M,Berlin,9,Senior,75000,English,51-100,Startup
2728,32,M,Hamburg,14,Lead,80000,English,101-1000,Startup
2729,23,M,"NJ, USA",4,Entry level,54179,English,up to 10,"Full-time position in Education, part-time position in at a data startup"
2730,32,F,Berlin,10,Lead,65000,English,101-1000,Product
2731,30,M,Berlin,7,Senior,49000,English,11-50,Startup
2732,30,M,Munich,2,Middle,50000,English,11-50,Startup
2733,30,M,Berlin,6,Middle,59000,English,51-100,Startup
2734,30,M,Frankfurt,5,Middle,52500,English,11-50,Startup
2735,48,M,Madrid,15,Senior,30000,English,up to 10,Startup
2736,31,M,Berlin,7,Senior,83000,English,101-1000,Startup
2737,38,M,Cologne,15,Senior,59000,English,up to 10,Product
2739,28,M,warsaw,3,Middle,50000,English,101-1000,Product
2740,29,M,Berlin,5,Senior,75000,English,11-50,Startup
2741,34,M,Munich,5,Senior,54000,English,101-1000,Product
2742,27,M,Berlin,5,Middle,58000,English,101-1000,Startup
2743,34,M,Berlin,3,Senior,70000,English,101-1000,Product
2744,28,M,Wolfsburg,2,Junior,48000,English,101-1000,Product
2745,40,M,Mannheim,9,Middle,88000,English,1000+,Product
2746,29,M,Berlin,5,Middle,57750,English,101-1000,Startup
2747,27,M,Cologne,1,Junior,45000,German,11-50,Product
2748,35,F,Munich,5,Senior,75000,English,1000+,Bank
2750,38,M,Munich,12,Senior,74000,English,1000+,Product
2751,32,M,Berlin,7,Senior,82000,English,101-1000,Product
2752,37,M,Berlin,10,Senior,82000,English,101-1000,Product
2753,29,M,Karlsruhe,6,Senior,64800,English,11-50,Startup
2754,32,M,Frankfurt,7,Senior,70000,German,51-100,Product
2755,40,M,Hildesheim,16,Senior,72000,English,1000+,Product
2756,39,M,Berlin,12,Lead,82000,English,1000+,Product
2757,32,M,Vienna,10,Lead,80000,German,1000+,Transport & Logistics
2758,26,F,Berlin,5,Middle,65000,English,1000+,Product
2759,30,M,Berlin,9,Middle,77000,English,1000+,Product
2760,32,F,Munich,5,Senior,80000,German,1000+,Product
2761,32,M,Munich,8,Senior,65000,English,101-1000,Consulting / Agency
2762,31,M,Helsinki,5,Middle,59064,English,51-100,Product
2763,30,M,Berlin,10,Senior,90000,English,1000+,Product
2765,30,F,Berlin,8,Senior,70000,English,101-1000,Product
2766,25,M,Hamburg,5,Middle,53500,English,1000+,Product
2767,30,M,Berlin,9,Lead,90000,English,11-50,Product
2768,26,M,Munich,4,Middle,75000,English,101-1000,Startup
2769,32,M,Munich,4,Senior,65000,English,1000+,Consulting / Agency
2770,32,F,Heidelberg ,8,,60000,English,101-1000,Product
2771,39,M,Siegen,16,Senior,62400,Russian,1000+,Product
2772,31,M,Munich,8,,62000,English,51-100,Product
2773,35,M,Murnau am Staffelsee ,1,Middle,30000,German,up to 10,Biergarten 
2774,38,M,Munich,16,Senior,90000,English,101-1000,Product
2775,22,M,Zürich,2,Intern,35000,German,up to 10,Startup
2776,32,M,Innsbruck,3,Senior,62000,English,1000+,Product
2777,30,F,Munich,9,Senior,60000,English,1000+,Product
2778,34,M,Berlin,10,Middle,65600,English,101-1000,Product
2779,36,M,Stockholm,14,Senior,80000,English,1000+,Product
2780,26,F,Hannover,2,Middle,32000,German,1000+,Non-tech retail
2781,28,F,Berlin,3,Middle,53000,English,101-1000,Product
2782,25,M,Berlin,6,Middle,65000,English,1000+,Product
2783,28,M,Berlin,6,Lead,78000,English,51-100,Consulting / Agency
2784,26,M,Berlin,4,Middle,55500,English,51-100,Startup
2785,35,M,Berlin,20,Senior,100000,English,1000+,Product
2786,25,M,Brussels ,1,Junior,38000,English,1000+,Consulting / Agency
2787,23,F,Berlin,1,Junior,36000,English,1000+,Startup
2788,28,M,Munich,3,Junior,65000,English,1000+,Finance
2789,36,M,Berlin,10,Principal,100000,English,1000+,Product
2790,41,M,Berlin,20,Senior,36000,English,,
2791,30,M,Heidelberg,9,Senior,60000,English,1000+,Research
2792,30,M,Heidelberg,9,Senior,60000,English,1000+,Research
2793,28,M,Zurich,6,Middle,100000,German,11-50,Product
2794,29,M,Berlin,5,Middle,66000,English,1000+,Product
2796,26,F,Prague,4,Middle,64000,"Russian, English",1000+,Product
2797,26,M,Berlin,4,Middle,55000,English,1000+,Product
2798,31,M,Munich,5,Middle,74000,English,1000+,Product
2799,34,F,Hildesheim ,11,Senior,60000,German,1000+,Product
2800,34,M,Hamburg,8,Senior,67500,English,101-1000,Product
2801,36,M,Munich,13,Head,90000,English,101-1000,Product
2803,40,F,Berlin,16,Middle,65000,English,11-50,Startup
2804,31,M,Berlin,7,Senior,75000,English,101-1000,Product
2805,28,M,Munich,8,Senior,57000,English,51-100,Product
2806,28,M,Munich,8,Senior,57000,English,51-100,Product
2809,26,F,Berlin,7,Senior,60000,English,up to 10,Product
2810,30,M,Berlin,4,Middle,58000,English,101-1000,Product
2811,35,M,Berlin,12,Middle,75000,English,1000+,Product
2812,30,M,Berlin,10,Middle,71000,English,101-1000,Product
2813,36,M,Bonn,15,Junior,52500,English,11-50,Product
2814,35,M,Berlin,0,Lead,85000,English,51-100,Startup
2815,28,M,Cologne,5,Middle,50000,Russian,101-1000,Product
2816,42,M,Berlin,19,Senior,66000,English,101-1000,Product
2817,34,M,Berlin,14,Senior,95000,English,1000+,Product
2818,27,M,Hamburg,0,Junior,50000,English,up to 10,Startup
2820,36,F,Berlin,5,Senior,87000,English,1000+,Product
2821,31,M,Berlin,4,Senior,68000,English,101-1000,Startup
2822,32,F,Munich,2,Junior,54000,German,1000+,Consulting / Agency
2823,32,M,Berlin,13,Lead,83000,English,1000+,Product
2824,36,M,Prefer not to say,6,Senior,110000,English,101-1000,Startup
2825,26,M,Munich,6,Senior,93000,English,11-50,Startup
2826,28,F,Berlin,4,Middle,73700,English,1000+,Product
2827,34,M,Munich,10,Senior,85000,English,101-1000,Consulting / Agency
2828,38,M,Berlin,10,Senior,87550,German,101-1000,Product
2829,37,M,Berlin,16,Senior,80000,English,101-1000,Product
2830,31,M,Berlin,9,Senior,65000,English,51-100,Startup
2831,38,M,Berlin,15,Middle,40700,English,11-50,Consulting / Agency
2832,24,M,Moscow,3,Senior,48000,Русский,1000+,Product
2833,25,M,Hamburg,2,Middle,60000,German,11-50,Product
2834,33,F,Berlin,13,Middle,47745,English,1000+,Product
2835,39,F,Berlin,2,Junior,60000,English,up to 10,corporate incubator
2836,25,M,Hamburg,1,Junior,43500,German,51-100,Startup
2837,30,F,Berlin,7,Senior,60000,English,51-100,Product
2838,45,M,Stuttgart,27,Head,90000,English,11-50,Consulting / Agency
2839,28,F,Berlin,5,Senior,60000,English,1000+,Consulting / Agency
2840,45,M,Munich,19,Senior,90000,English,1000+,Multinational 
2842,35,M,Munich,14,Senior,98000,English,1000+,Product
2843,25,M,Cologne,2,Middle,51000,English,up to 10,Startup
2844,31,M,Berlin,4,Senior,69000,English,1000+,Product
2845,31,M,Hamburg,0,Middle,57000,German,1000+,Product
2846,25,F,Amsterdam,1,Middle,49850,English,11-50,Startup
2847,27,M,Dusseldurf,2,Middle,50000,English,101-1000,Product
2848,37,M,Berlin,12,Middle,65000,English,1000+,Product
2849,27,M,Frankfurt,5,Middle,73000,English,1000+,Industry
2850,32,M,Hamburg,4,Middle,37500,German,101-1000,Consulting / Agency
2851,28,F,Berlin,3,Middle,65000,English,1000+,Product
2852,35,M,Fr,4,Middle,42000,English,51-100,Consulting / Agency
2853,36,M,Berlin,15,Lead,85000,English,1000+,Product
2854,32,M,Berlin,5,Senior,70000,German,up to 10,Startup
2855,22,M,Frankfurt,2,Junior,45000,German,1000+,Bank
2856,33,M,Berlin,3,Head,100000,German,51-100,Product
2857,35,M,Berlin,13,Senior,68000,English,1000+,Product
2858,32,F,Berlin,5,Middle,50400,English,11-50,Product
2859,69,M,Stuttgart,383,Head,70000,German,11-50,Consulting / Agency
2860,28,M,Berlin,4,Junior,55000,English,1000+,Product
2861,30,M,Hamburg,5,Middle,55000,English,101-1000,Product
2862,40,M,Munich,15,Lead,90000,English,101-1000,Product
2863,27,F,Berlin,5,Senior,75000,English,101-1000,Product
2864,32,M,Berlin,10,Senior,80000,English,11-50,Startup
2865,33,M,Munich,5,Senior,61000,English,1000+,Consulting / Agency
2866,31,M,Berlin,4,Middle,50000,English,101-1000,Product
2867,30,M,Cologne,5,Middle,69000,German,up to 10,Product
2868,32,M,Munich,10,Lead,75000,English,101-1000,Product
2869,32,M,Munich,12,Senior,95000,Russian,1000+,Product
2870,25,M,Munich,7,Senior,70000,English,101-1000,Consulting / Agency
2871,34,M,Munich,10,Senior,74000,English,1000+,Product
2872,29,M,Darmstadt,5,Middle,65000,English,101-1000,Product
2873,29,M,Darmstadt,5,Middle,65000,English,101-1000,Product
2874,30,M,Munich,10,Lead,85000,English,1000+,Product
2875,31,M,Frankfurt,8,Lead,110000,,1000+,Product
2876,24,M,Munich,3,Junior,77000,English,1000+,FAANG
2877,35,M,Frankfurt,10,Senior,60000,English,101-1000,Consulting / Agency
2878,31,M,Munich,6,Middle,60000,English,51-100,Consulting / Agency
2879,27,M,Munich,2,Junior,68000,English,101-1000,Product
2880,38,M,Berlin,1,Junior,45500,English,51-100,Startup
2881,34,M,Munich,12,Middle,72000,English,101-1000,Product
2882,35,M,Darmstadt,4,Senior,67000,English,51-100,Product
2883,35,M,Duesseldorf,17,Senior,85000,English,1000+,Consulting / Agency
2884,36,M,Berlin,10,Senior,75000,English,101-1000,Product
2885,33,M,Munich,13,Senior,70000,English,51-100,Product
2886,29,M,Berlin,7,Senior,82000,English,101-1000,Consulting / Agency
2887,35,M,Berlin,15,Senior,85000,English,101-1000,Product
2888,30,M,Berlin,11,Senior,70000,English,51-100,Startup
2889,31,F,Berlin,4,Middle,60000,English,101-1000,Startup
2890,25,F,Cambridge,4,Middle,45000,English,101-1000,Product
2892,34,M,Cologne,14,Lead,84000,English,11-50,Product
2893,42,M,Hamburg,2,Senior,80000,German,1000+,Old industry
2894,37,F,Hamburg,7,Middle,46000,German,101-1000,Product
2895,32,M,Berlin,8,Senior,75000,English,1000+,Product
2896,26,F,Berlin,8,Middle,40000,German,101-1000,Product
2897,35,M,Munich,15,Head,100000,English,11-50,Consulting / Agency
2899,41,M,Munich,15,Senior,99000,German,1000+,Product
2900,33,M,Berlin,8,Lead,90000,English,101-1000,Product
2901,44,M,Berlin,15,Lead,72000,English,11-50,Product
2902,28,M,Berlin,5,Middle,54000,English,up to 10,Startup
2903,34,F,Berlin,10,Senior,45000,German,up to 10,Product
2905,40,M,Berlin,20,Lead,80000,English,1000+,Startup
2906,28,M,Brussels,3,Middle,45000,English,up to 10,Startup
2907,26,M,Stockholm,2,Middle,60000,English,1000+,Product
2908,39,M,Berlin,15,Lead,75000,English,51-100,Startup
2909,32,M,Copenhagen,6,Senior,92000,English,up to 10,Startup
2910,36,M,Berlin,15,Lead,90000,English,101-1000,Startup
2912,32,F,Berlin,2,Middle,63000,English,101-1000,Product
2913,25,F,Berlin,4,Middle,65000,English,101-1000,Product
2914,37,F,Berlin,7,Head,75000,English,11-50,Startup
2915,56,M,Munich,30,Lead,110000,English,51-100,Product
2916,30,M,Berlin,4,Middle,60000,English,51-100,Startup
2917,30,F,Hamburg,5,Senior,70000,English,1000+,Product
2918,30,F,Hamburg,5,Senior,70000,English,1000+,Product
2919,27,M,Munich,6,Middle,70000,English,1000+,Product
2920,29,M,Berlin,6,Senior,70000,English,1000+,Product
2921,24,M,Berlin,3,Middle,70000,English,1000+,Product
2922,27,M,Berlin,0,Junior,40000,German,1000+,Consulting / Agency
2923,28,M,Berlin,7,Middle,62000,English,101-1000,Product
2924,40,M,Berlin,14,Middle,57000,English,101-1000,Product
2925,32,M,Berlin,9,Senior,90000,English,101-1000,Product
2926,35,F,Berlin,5,Senior,60000,English,101-1000,Startup
2927,32,M,Berlin,11,Senior,72500,English,1000+,Product
2928,30,M,Berlin,9,Senior,75000,English,1000+,Startup
2929,30,M,Berlin,9,Senior,85000,English,1000+,Product
2930,36,M,Stuttgart,16,Lead,62500,English,51-100,Product
2931,33,M,Berlin,7,Senior,65900,English,1000+,Product
2932,33,M,Berlin,15,Lead,85000,English,1000+,Product
2933,32,M,Munich,13,Middle,95000,English,1000+,Product
2935,34,M,Berlin,12,Senior,75000,English,1000+,Product
2938,54,M,Munich,25,Middle,75000,English,1000+,Consulting / Agency
2939,28,M,Sevilla,4,Middle,30000,Spanish,51-100,Consulting / Agency
2940,28,F,Berlin,5,Senior,64000,English,1000+,Product
2941,29,F,Berlin,6,Middle,51000,English,101-1000,Startup
2942,38,M,Berlin,6,Lead,110000,English,1000+,Product
2943,33,M,Berlin,11,Senior,107000,English,1000+,Product
2944,36,M,Berlin,12,Senior,100000,English,1000+,Startup
2945,36,M,Berlin,15,Senior,70000,English,101-1000,Product
2946,37,M,Aachen,15,Senior,70000,English,101-1000,Product
2947,36,M,Munich,15,Senior,68000,English,1000+,Consulting / Agency
2948,35,F,Munich,0,Junior,46000,English,1000+,Consulting / Agency
2949,33,M,Munich,10,Senior,100000,English,101-1000,Startup
2950,33,M,Stuttgart,12,Lead,70200,German,101-1000,Consulting / Agency
2951,31,M,Berlin,7,Senior,75000,English,101-1000,Product
2952,36,M,Amsterdam,14,Senior,75000,English,11-50,Consulting / Agency
2953,31,M,Berlin,9,Senior,85000,English,11-50,Startup
2954,36,M,Regensburg,10,Middle,66000,German,51-100,Consulting / Agency
2955,37,M,Munich,17,Senior,90000,English,1000+,Consulting / Agency
2956,30,M,Berlin,3,Middle,58000,English,101-1000,Startup
2957,30,M,Berlin,11,Senior,90000,English,1000+,Product
2958,27,M,Krakow,5,Senior,35000,English,101-1000,Product
2959,33,F,Munich,10,Senior,47500,English,11-50,Outsourse
2960,35,M,Ingolstadt,10,Lead,65000,English,11-50,Startup
2961,26,M,Berlin,5,Middle,72000,English,1000+,Product
2962,29,M,Berlin,9,Senior,73000,English,1000+,Product
2963,31,M,Berlin,4,Middle,50000,English,11-50,Product
2964,36,M,Stuttgart,8,Lead,72000,German,101-1000,
2966,36,M,Berlin,10,Middle,68000,English,1000+,Product
2967,29,M,Munich,6,Middle,70000,English,1000+,Product
2968,30,F,Berlin,3,Lead,57600,English,101-1000,Product
2969,30,M,Munich,8,Senior,68000,English,51-100,Product
2970,29,M,Berlin,5,Senior,75000,English,101-1000,Product
2971,34,M,Berlin,14,Lead,95000,English,1000+,Product
2972,30,M,Berlin,10,Lead,82000,English,101-1000,Startup
2973,34,M,Prague,14,Lead,90000,English,1000+,Product
2974,27,M,Munich,8,Senior,52000,English,11-50,Product
2975,26,M,Munich,5,Middle,65000,Russian,51-100,Startup
2976,35,M,Munich,12,Lead,100000,English,51-100,Product
2977,44,M,Munich,20,Head,95000,German,101-1000,Product
2978,34,M,Ingolstadt ,3,Junior,55000,German,1000+,Consulting / Agency
2980,31,M,Munich,10,Senior,85000,English,101-1000,Startup
2981,24,M,Berlin,5,Senior,68250,English,101-1000,Product
2982,27,M,Munich,7,Middle,63000,English,51-100,Consulting / Agency
2983,34,M,Berlin,6,Middle,63000,English,101-1000,Startup
2984,28,M,Munich,7,Middle,63000,English,101-1000,Product
2985,25,M,Berlin,5,Middle,65000,English,1000+,Product
2986,35,M,Karlsruhe,12,Senior,75000,English,1000+,Product
2988,52,M,Stuttgart,0,Lead,100000,English,up to 10,Consulting / Agency
2989,33,F,Munich,10,Junior,60000,German,1000+,Product
2992,39,M,Berlin,7,Senior,76000,English,1000+,Product
2993,37,M,Berlin,15,Senior,84700,English,101-1000,Product
2994,27,M,Frankfurt,3,Middle,52000,German,11-50,Product
2995,38,M,Munich,16,Senior,95000,English,1000+,Product
2996,31,F,Berlin,4,Middle,50500,English,1000+,Product
2997,30,M,Berlin,10,,68000,English,101-1000,Product
2999,32,F,Munich,8,Senior,55000,German,11-50,Product
3000,32,M,Munich,10,Head,95000,English,11-50,Startup
3001,28,M,Berlin,5,Middle,55000,English,101-1000,Product
3002,38,M,Berlin,18,Head,90000,German,51-100,Product
3003,34,M,Zurich,7,Senior,108500,English,11-50,Startup
3004,31,M,Berlin,9,Senior,70000,English,51-100,Product
3005,33,M,Berlin,10,Senior,60000,English,1000+,Product
3006,39,M,Munich,15,Lead,110000,English,101-1000,eCommerce
3007,26,M,Saarbrücken,7,Middle,38350,German,101-1000,Product
3008,26,M,Berlin,2,Middle,65000,English,51-100,Startup
